prompt,completion
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.Ne5 Nbd7 7.Nxc4 Nb6 8.Ne5 a5 9.Bg5 g6 10.e3 Bg7 11.Bd3 Be6 12.Be2 Nbd5 13.Bh4 O-O 14.O-O c5 15.Nb5 Ne4 16.Bf3 cxd4 17.Bxe4 Bxe5 18.Nxd4 Bxd4 19.Qxd4 Nf6 20.Bxb7 Qxd4 21.exd4 Rab8 22.Bc6 Rfd8 23.Bb5 Bd7 24.Rfe1 Kf8 25.Bg3 Rb7 26.Re5 Bxb5 27.Rxb5 Rxb5 28.axb5 Rxd4 29.h3 a4 30.Be5 Rb4 31.Bc3 Rxb5 32.Rxa4 Ne8 33.Kf1 f6 34.Rb4 Rd5 35.Ke2 Nd6 36.Rd4 Rb5 37.Rb4 Rd5 38.Rd4 Rb5 39.Rb4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Qb6 5.Nf3 Bd7 6.a3 Bb5 7.b4 cxd4 8.Bxb5+ Qxb5 9.cxd4 Nd7 10.Nc3 Qc6 11.Na4 Ne7 12.Be3 Nb6 13.Nxb6 Qxb6 14.O-O Nf5 15.Rc1 Qd8 16.Qa4+ Qd7 17.Qa5 Be7 18.Rc7 b6 19.Rxd7 bxa5 20.Rb7 axb4 21.axb4 O-O 22.g4 Nxe3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 5.a3 Bxc3+ 6.Qxc3 Ne4 7.Qc2 c5 8.dxc5 Nc6 9.Nf3 Qa5+ 10.Bd2 Qxc5 11.e3 Nxd2 12.Nxd2 d4 13.b4 Qe7 14.Nf3 dxe3 15.fxe3 a5 16.b5 Nb8 17.c5 Nd7 18.Rc1 Nf6 19.Be2 O-O 20.O-O Bd7 21.a4 Rfc8 22.Ne5 Be8 23.Bf3 Nd5 24.Bxd5 exd5 25.Qc3 Rc7 26.Qd4 Rac8 27.Nd3 f6 28.Rc3 Bg6 29.Rfc1 Bxd3 30.Qxd5+ Kf8 31.Qxd3 Rxc5 32.Rxc5 Rxc5 33.Rxc5 Qxc5 34.Qd8+ Kf7 35.Qxa5 Qxe3+ 36.Kf1 Qf4+ 37.Kg1 h5 38.Qb6 Qe4 39.Kf2 Qh4+ 40.Ke2 Qe4+ 41.Kf2 Kg6 42.a5 Qc2+ 43.Kf1 Qd1+ 44.Kf2 Qd2+ 45.Kf1 Qf4+ 46.Kg1 h4 47.h3 Qe4 48.a6 bxa6 49.bxa6 Qe1+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 Bc5 5.c3 O-O 6.O-O d6 7.Nbd2 Bb6 8.Nc4 Ne7 9.Nxb6 axb6 10.Ba4 Ng6 11.h3 Nh5 12.Bg5 f6 13.Be3 Nhf4 14.Bb3+ Kh8 15.Bxf4 Nxf4 16.Nh4 f5 17.Nxf5 Qg5 18.Qg4 Qf6 19.Qh4 Qxh4 20.Nxh4 Nxd3 21.Nf3 Rf6 22.Rad1 Nxb2 23.Rd2 Na4 24.Nxe5 Be6 25.Ng4 Bxg4 26.hxg4 Nxc3 27.Re1 h6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.O-O Nxe4 5.Re1 Nd6 6.Nxe5 Be7 7.Bf1 Nxe5 8.Rxe5 O-O 9.d4 Bf6 10.Re1 Re8 11.Bf4 Rxe1 12.Qxe1 Ne8 13.c3 d5 14.Bd3 g6 15.Nd2 Ng7 16.Nf3 Bf5 17.Bxf5 Nxf5 18.Qe2 c6 19.Re1 Ng7 20.Be5 Bxe5 21.Nxe5 Qd6 22.Qf3 f6 23.Nd3 Re8 24.Rxe8+ Nxe8 25.Qe3 Kf7 26.Qh6 Kg8 27.Qe3 Kf7 28.Qh6 Kg8 29.Qe3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 Nc6 3.Bb5 e6 4.O-O Nd4 5.Nxd4 cxd4 6.c3 a6 7.Bd3 Bc5 8.b4 Ba7 9.Na3 Ne7 10.Nc2 dxc3 11.dxc3 Qc7 12.c4 O-O 13.Be3 Bxe3 14.Nxe3 b6 15.Rc1 a5 16.a3 axb4 17.axb4 Bb7 18.Qd2 Qf4 19.Rfd1 Rfd8 20.Bb1 h6 21.Qd4 Qc7 22.e5 Ra4 23.Qh4 Kf8 24.Ng4 Rxb4 25.Nxh6 Rxb1 26.Rxb1 Ng6 27.Qg5 gxh6 28.Qxh6+ Ke8 29.Rd6 Qxc4 30.Rdxb6 Be4 31.R6b4 Qe2 32.Rc1 Bc6 33.h4 Qxe5 34.h5 Ne7 35.Rg4 Ra8 36.Rg7 Kd8 37.Rxf7 Ra1 38.Rxa1 Qxa1+ 39.Kh2 Nf5 40.Qg5+ Kc7 41.h6 Qe5+ 42.Kh3 Qa1 43.Qf4+ Nd6 44.Rg7 Qh1+ 45.Qh2 Qc1 46.Kg4 Qc4+ 47.Qf4 Qe2+ 48.Kh3 e5 49.Qg4 Qxf2 50.h7 Qe3+ 51.Kh2 Qh6+ 52.Qh3 Qf4+ 53.Rg3 Nf7 54.h8=Q Nxh8 55.Qxh8 d5 56.Qg7+ Kd6 57.Qg6+ Kc5 58.Qc2+ Kd6 59.Qc3 d4 60.Qa3+ Ke6 61.Kg1 Qe4 62.Qc1 Kd6 63.Rg7 d3 64.Qa3+ Kd5 65.Qa5+ Kc4 66.Qa2+ Kc3 67.Qa3+ Kc2 68.Qa2+ Kd1 69.Rf7 Qxg2+ 70.Qxg2 Bxg2 71.Kxg2 Ke2 72.Rf2+ Ke3 73.Rf3+ Ke2 74.Rf2+ Ke3 75.Rf3+ Ke2 76.Rf2+ 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c5 5.cxd5 Nxd5 6.e4 Nxc3 7.bxc3 cxd4 8.cxd4 Bb4+ 9.Bd2 Bxd2+ 10.Qxd2 O-O 11.Rc1 b6 12.Bd3 Ba6 13.Bxa6 Nxa6 14.O-O Rc8 15.Rxc8 Qxc8 16.Rc1 Qb7 17.Qc2 Nb4 18.Qc4 a5 19.a3 b5 20.Qc7 Qxc7 21.Rxc7 Nd3 22.g3 Rb8 23.Rc3 Nb2 24.Ne5 f6 25.Nc6 Ra8 26.Rb3 Nc4 27.Rxb5 a4 28.d5 exd5 29.exd5 Nxa3 30.Rc5 Kf7 31.Nd4 Ke7 32.Rc3 Nb1 33.Rc7+ Kd6 34.Nb5+ Kxd5 35.Rc1 a3 36.Rxb1 a2 37.Nc3+ Kd4 38.Nxa2 Rxa2 39.Rb7 Ke4 40.Kg2 g5 41.Rxh7 Kf5 42.Rg7 g4 43.Rh7 Kg6 44.Rh4 f5 45.h3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 e6 5.g3 Nbd7 6.Bg2 dxc4 7.O-O Bd6 8.Bg5 h6 9.Bxf6 Qxf6 10.Nd2 Nb6 11.a4 a5 12.Nce4 Qe7 13.b3 cxb3 14.Nxd6+ Qxd6 15.Qxb3 Qxd4 16.Rfd1 O-O 17.Rab1 Nd5 18.Nc4 Qc3 19.e4 Qxb3 20.Rxb3 Nb4 21.e5 Nd5 22.f4 b5 23.axb5 cxb5 24.Bxd5 exd5 25.Nb6 Ra6 26.Nxc8 Rxc8 27.Rxb5 a4 28.Rdxd5 a3 29.Ra5 Rcc6 30.Rd8+ Kh7 31.Ra8 Rxa8 32.Rxa8 Rc1+ 33.Kg2 Rc2+ 34.Kf3 a2 35.f5 Rxh2 36.e6 fxe6 37.fxe6 Rh1 38.Rxa2 Re1 39.Ra6 Kg6 40.g4 Kf6 41.Kg3 Re3+ 42.Kf2 Rxe6 43.g5+ hxg5 44.Ra2 Kf5 45.Kf3 g4+ 46.Kg3 Re3+ 47.Kf2 Rf3+ 48.Kg2 Kg5 49.Ra8 Rb3 50.Ra2 Kh4 51.Rc2 Rb8 52.Ra2 Rc8 53.Rb2 Ra8 54.Rc2 Ra4 55.Rb2 g3 56.Rc2 Rf4 57.Rc7 Rf2+ 58.Kg1 g6 59.Rc6 g5 60.Rh6+ Kg4 61.Rh8 Re2 62.Ra8 Re4 63.Kg2 Rf4 64.Kg1 Rf2 65.Ra7 Re2 66.Ra8 g2 67.Ra3 Kf4 68.Rb3 Re3 69.Rxe3 Kxe3 70.Kxg2 Kf4 71.Kf2 g4 72.Kg2 g3 73.Kg1 Kg4 74.Kg2 Kh4 75.Kg1 Kh3 76.Kh1 g2+ 77.Kg1 Kg3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.d3 Bg7 5.Nc3 e5 6.Bg5 Nge7 7.Nd5 h6 8.Bxe7 Nxe7 9.Bc4 d6 10.c3 O-O 11.h4 Rb8 12.h5 b5 13.Bb3 g5 14.Nd2 Kh8 15.a4 b4 16.g4 Be6 17.Nxe7 Qxe7 18.c4 a5 19.Qf3 Kh7 20.Nf1 Kh8 21.Ne3 Qf6 22.Qxf6 Bxf6 23.f3 Rfd8 24.Rh3 Kh7 25.Rh1 Kh8 26.Rh3 Kh7 27.Rh1 Kh8 28.Rh3 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e5 5.Nb5 d6 6.N1c3 a6 7.Na3 b5 8.Nd5 Nge7 9.c4 Nxd5 10.exd5 Nd4 11.cxb5 Be7 12.Be3 Nf5 13.Bd2 e4 14.bxa6 O-O 15.Be2 Bf6 16.Nc4 Bxa6 17.O-O Nd4 18.Rc1 Bb5 19.Bc3 Nxe2+ 20.Qxe2 Rxa2 21.Qxe4 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 O-O 8.a4 Bb7 9.d3 d6 10.Bd2 Nb8 11.axb5 axb5 12.Rxa8 Bxa8 13.Na3 c6 14.c4 bxc4 15.Nxc4 c5 16.Ne3 Nc6 17.Nf5 Bb7 18.Ba4 Qc7 19.Qc2 Bd8 20.Rc1 Ne7 21.Ne3 Qb8 22.b4 cxb4 23.Bxb4 Bxe4 24.Bxd6 Qxd6 25.dxe4 Ng6 26.g3 Qb4 27.Bc6 Ne7 28.Nxe5 Nxc6 29.Nxc6 Qxe4 30.Qxe4 Nxe4 31.Nxd8 Rxd8 32.Rd1 Rxd1+ 33.Nxd1 g6 34.Kg2 Kg7 35.Ne3 Ng5 36.Nd5 Ne6 37.Ne3 Ng5 38.Nd5 Ne6 39.Ne3 Ng5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 Nc6 5.Nf3 d6 6.Bd2 a5 7.a3 Bxc3 8.Bxc3 Qe7 9.e4 e5 10.d5 Nb8 11.c5 Nbd7 12.cxd6 cxd6 13.Nd2 O-O 14.Be2 Nc5 15.b4 axb4 16.axb4 Rxa1+ 17.Bxa1 Na6 18.Qb3 Bg4 19.f3 Bd7 20.Nc4 Nc7 21.Qe3 Nh5 22.g3 Bb5 23.O-O f5 24.exf5 Nxd5 25.Qb3 Kh8 26.Rd1 Nhf6 27.Bf1 Qc7 28.Rc1 Bxc4 29.Qxc4 Qb6+ 30.Kh1 Ne3 31.Qb5 Qa7 32.Qa5 Qxa5 33.bxa5 Nxf1 34.Rxf1 Rc8 35.Rb1 h5 36.Bb2 Rc5 37.Ba3 Rxa5 38.Bxd6 e4 39.fxe4 Nxe4 40.Bc7 Rxf5 41.Rxb7 Rf7 42.Rb8+ Kh7 43.Bf4 h4 44.Kg2 hxg3 45.hxg3 Nf6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb4 5.Qc2 Bb7 6.a3 Bxc3+ 7.Qxc3 O-O 8.Bg5 d6 9.Nd2 Nbd7 10.f3 Rc8 11.e4 h6 12.Bh4 c5 13.Bd3 cxd4 14.Qxd4 Nc5 15.Be2 e5 16.Qf2 Ne6 17.O-O g5 18.Bg3 Nd4 19.Rfd1 Nh5 20.Bd3 Nf4 21.Qf1 Qf6 22.Bf2 Nde6 23.Bc2 Qg6 24.g3 Nh5 25.Qe2 g4 26.fxg4 Nf6 27.h3 Ng5 28.Kh2 d5 29.Be3 d4 30.Bxg5 hxg5 31.Rf1 Kg7 32.Rf5 Rh8 33.Kg2 Nd7 34.Nf3 f6 35.h4 Qh6 36.Rf1 Rh7 37.b4 Kh8 38.Rh1 gxh4 39.Rxh4 Qe3 40.Qxe3 dxe3 41.Bd3 Ba6 42.Rxh7+ Kxh7 43.g5 Bxc4 44.Bxc4 Rxc4 45.gxf6 e2 46.Kf2 Rxe4 47.f7 Kg7 48.Ke1 Kf8 49.Ng5 Rg4 50.Nh7+ Ke7 51.Rg5 Rxg5 52.Nxg5 a5 53.b5 Kf6 54.Ne4+ Kxf7 55.Kxe2 Ke6 56.g4 Kd5 57.Kd3 Nf8 58.g5 Ne6 59.Ke3 Kc4 60.g6 a4 61.Nd2+ Kd5 62.Nb1 Nd4 63.Kd3 Ke6 64.Nc3 Kf6 65.Ke4 Nc2 66.Nb1 Nd4 67.Nc3 Nc2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.f3 e5 7.Nb3 Be6 8.Be3 h5 9.Qd2 Nbd7 10.Nd5 Bxd5 11.exd5 g6 12.Be2 Bg7 13.O-O a5 14.a4 O-O 15.Bb5 Qc7 16.c4 b6 17.h3 Nc5 18.Nxc5 bxc5 19.Ra3 Nh7 20.Rb3 f5 21.Bc6 Rab8 22.Rb5 f4 23.Bf2 e4 24.Qc2 Qe7 25.Qxe4 Qxe4 26.fxe4 Ng5 27.Re1 Nf7 28.Rb1 Ng5 29.Rxa5 Rb3 30.Rb5 Rd3 31.Re1 f3 32.h4 Nf7 33.a5 Ne5 34.a6 Rd2 35.a7 fxg2 36.a8=Q Nf3+ 37.Kxg2 Nxe1+ 38.Kf1 Rxf2+ 39.Kxe1 Rxa8 40.Kxf2 Rf8+ 41.Ke2 Rf4 42.b4 cxb4 43.c5 Be5 44.cxd6 Bxd6 45.Kd3 Kf7 46.Rb6 Bc5 47.Rb5 Bd6 48.Rb6 Bc5 49.Rb5 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.e3 a6 5.Nf3 b5 6.b3 Bg4 7.Be2 e6 8.h3 Bh5 9.O-O Nbd7 10.Bb2 Bd6 11.Ne5 Bxe2 12.Nxe2 dxc4 13.bxc4 c5 14.Nxd7 Qxd7 15.dxc5 Bxc5 16.Qxd7+ Kxd7 17.cxb5 axb5 18.Rfd1+ Ke7 19.Nd4 Bxd4 20.Bxd4 Rhc8 21.Rd2 g6 22.Rb2 Rcb8 23.f3 Nd7 24.e4 h5 25.Rd1 Rb7 26.Bc3 f6 27.Rbd2 Ne5 28.Bb4+ Kf7 29.a3 g5 30.Kf2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 c5 2.g3 d5 3.exd5 Qxd5 4.Nf3 Bg4 5.Bg2 Qe6+ 6.Kf1 Nc6 7.h3 Bxf3 8.Bxf3 Qd7 9.d3 Nf6 10.Nd2 e6 11.Nc4 Be7 12.a4 O-O 13.c3 Rad8 14.a5 Qxd3+ 15.Qxd3 Rxd3 16.Ke2 Rd7 17.a6 Nd5 18.axb7 Rxb7 19.Ra6 Nb8 20.Ra2 Nd7 21.Bd2 Rc7 22.Rha1 N7b6 23.Ne3 Nxe3 24.Bxe3 Nc8 25.Ra6 g5 26.Rc6 Rxc6 27.Bxc6 Kg7 28.Ra5 h6 29.Bxc5 Bxc5 30.Rxc5 Nd6 31.Bf3 Kf6 32.b4 Rd8 33.g4 Rd7 34.c4 Ke7 35.Rc6 f6 36.Bg2 Nf7 37.Ra6 Ne5 38.Bc6 Rc7 39.Bb5 Nxc4 40.Bxc4 Rxc4 41.Rxa7+ Kd6 42.Rh7 Rxb4 43.Rxh6 Ke5 44.Kf3 Rb3+ 45.Kg2 Rb2 46.Rg6 Ra2 47.Rh6 Rb2 48.Rg6 Ra2 49.Rh6 Rb2 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.O-O Nf6 5.d3 O-O 6.a4 a6 7.c3 d6 8.Re1 Ba7 9.h3 Ne7 10.d4 Ng6 11.Nbd2 c6 12.Bf1 a5 13.dxe5 dxe5 14.Qc2 Be6 15.Nc4 Qc7 16.b4 axb4 17.cxb4 b5 18.Ne3 bxa4 19.Rxa4 Bxe3 20.Bxe3 Rxa4 21.Qxa4 Nxe4 22.Rc1 Bd5 23.b5 cxb5 24.Qxe4 Qxc1 25.Qxd5 Qc7 26.Qxb5 Rb8 27.Qd5 Rd8 28.Qb3 Rb8 29.Qa2 h6 30.Qd5 Qe7 31.Qe4 Qf6 32.g3 Rc8 33.Bd3 Qc6 34.Qf5 Re8 35.Be4 Qe6 36.Qh5 Ne7 37.Qxe5 Qxe5 38.Nxe5 Ng6 39.Bxg6 Rxe5 40.Bd3 f6 41.Kg2 Kh8 42.Kf3 Rd5 43.Bg6 Ra5 44.Ke4 Rb5 45.h4 Re5+ 46.Kd4 Ra5 47.Kc4 Re5 48.Bd4 Ra5 49.Bc5 Kg8 50.Kd5 Rb5 51.Kd6 Ra5 52.Be3 Re5 53.Bf4 Ra5 54.Bd3 Ra7 55.Ke6 Rb7 56.Kf5 Rd7 57.Bc2 Rb7 58.Kg6 Rb2 59.Bf5 Rxf2 60.Be6+ Kh8 61.Bd6 Re2 62.Bg4 Re8 63.Bf5 Kg8 64.Bc2 Re3 65.Bb1 Kh8 66.Kf7 Rb3 67.Be4 Re3 68.Bf5 Rc3 69.g4 Rc6 70.Bf8 Rc7+ 71.Kg6 Kg8 72.Bb4 Rb7 73.Bd6 Kh8 74.Bf8 Kg8 75.Ba3 Kh8 76.Be6 Rb6 77.Kf7 Rb7+ 78.Be7 h5 79.gxh5 f5 80.Bxf5 Rxe7+ 81.Kxe7 Kg8 82.Bd3 Kh8 83.Kf8 g5 84.hxg6 
"[White ""Magnus Carlsen""]
[Black ""Stockfish""]",1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 Bf5 6.e3 e6 7.Bxc4 Bb4 8.O-O Nbd7 9.Qe2 Bg4 10.h3 Bxf3 11.Qxf3 O-O 12.Rd1 e5 13.d5 Bxc3 14.dxc6 e4 15.Qe2 Be5 16.cxd7 Qe7 17.Ra2 Rfd8 18.b3 Rxd7 19.Rxd7 Qxd7 20.Rd2 Qe7 21.Rd1 h6 22.Qa2 Rd8 23.Rxd8+ Qxd8 24.Qd2 Qe7 25.Qa5 b6 26.Qd2 a5 27.Bb2 Bxb2 28.Qxb2 Kf8 29.Qd4 Qc7 30.Kf1 Ke7 31.Ke2 g5 32.g3 Qc5 33.Qxc5+ bxc5 34.f4 Ne8 35.g4 Nd6 36.Bd5 Kf6 37.Kf2 Kg6 38.Kg3 f6 39.Be6 
